0	0.00E+00	0.00E+00		-1.00E+00	1.50E+01	-5.00E-06
1	0.00E+00	0.00E+00		-1.00E+00	1.35E+01	-4.69E-06
2	0.00E+00	0.00E+00		-1.00E+00	1.20E+01	-4.90E-06
3	0.00E+00	0.00E+00		-1.00E+00	1.05E+01	-4.83E-06
4	0.00E+00	0.00E+00		-1.00E+00	9.00E+00	-4.86E-06
5	0.00E+00	0.00E+00		-1.00E+00	7.50E+00	-4.91E-06
6	0.00E+00	0.00E+00		-1.00E+00	6.00E+00	-4.96E-06
7	0.00E+00	0.00E+00		-1.00E+00	4.50E+00	-4.99E-06
8	0.00E+00	0.00E+00		-1.00E+00	3.00E+00	-5.00E-06
9	0.00E+00	0.00E+00		-1.00E+00	1.50E+00	-5.00E-06
10	0.00E+00	0.00E+00		-1.00E+00	0.00E+00	-5.00E-06
11	0.00E+00	0.00E+00		-1.00E+00	-1.50E+00	-4.89E-06
12	0.00E+00	0.00E+00		-1.00E+00	-3.00E+00	-4.29E-06
13	0.00E+00	0.00E+00		-1.00E+00	-4.50E+00	-3.71E-06
14	0.00E+00	0.00E+00		-1.00E+00	-6.00E+00	-7.25E-07
15	0.00E+00	0.00E+00		-1.00E+00	-7.50E+00	-2.28E-07
16	0.00E+00	0.00E+00		-1.00E+00	-9.00E+00	-7.32E-08
17	0.00E+00	0.00E+00		-1.00E+00	-1.05E+01	-3.28E-08
18	0.00E+00	0.00E+00		-1.00E+00	-1.20E+01	-3.19E-08
19	0.00E+00	0.00E+00		-1.00E+00	-1.35E+01	-3.38E-08
20	0.00E+00	0.00E+00		-1.00E+00	-1.50E+01	-3.53E-08
